result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
13q14.11	0.218230520765964	0.499490162593547	-0.185891082040484	0.172413793103448	-0.409090909090909	0.0333578493198136	-0.152533232720671
13q14.11.1	0.016917631061034	0.134473477664629	-0.383964003001282	0.275862068965517	-0.386363636363636	0.231430904085565	-0.152533098915718
13q14.12	0.281712743160471	0.561013705007678	-0.162461764669011	0.103448275862069	-0.375	0.00992873265577023	-0.152533032013241
13q14.13	0.281712956320979	0.561013705007678	-0.162461697766534	0.103448275862069	-0.363636363636364	0.00992873265577023	-0.152532965110764
13q14.2	0.281713333589877	0.561013705007678	-0.162461563961581	0.103448275862069	-0.340909090909091	0.00992873265577023	-0.152532831305811
13q14.2.1	0.281713144955382	0.561013705007678	-0.162461630864057	0.103448275862069	-0.352272727272727	0.00992873265577023	-0.152532898208287
13q14.3	0.133030612068052	0.394125790579696	-0.24107813071356	0.137931034482759	-0.284090909090909	0.0216432909877919	-0.219434839725769
13q14.3.1	0.517661657676268	0.758352937367996	-0.0955590872242848	0.103448275862069	-0.318181818181818	0.00992873265577023	-0.0856303545685149
13q21.1	0.175651235201191	0.45376569093641	-0.218822510550306	0.0689655172413793	-0.318181818181818	-0.000612529882893135	-0.2194350404332
13q21.2	0.145037782600067	0.413758091466448	-0.211954125772671	0.0689655172413793	-0.352272727272727	-0.0963244395590281	-0.3082785653317
13q21.31	0.221278907094255	0.499490162593547	-0.177313659110315	0	-0.352272727272727	-0.117406964636355	-0.29472062374667
13q21.31.1	0.221279228103836	0.499490162593547	-0.177313592207838	0	-0.340909090909091	-0.117406964636355	-0.294720556844194
13q21.32	0.172291450211705	0.448380771089868	-0.198395916577735	0.0689655172413793	-0.306818181818182	-0.0963244395590281	-0.294720356136763
13q21.32.1	0.221279512890904	0.499490162593547	-0.177313458402884	0	-0.318181818181818	-0.117406964636355	-0.29472042303924
13q21.32.2	0.105595599975136	0.364982230237519	-0.2370212901366	0.0689655172413793	-0.340909090909091	-0.0963244395590281	-0.333345729695629
13q21.33	0.0984585681550449	0.350779972410966	-0.261129139411132	0.103448275862069	-0.295454545454545	-0.0303000879704445	-0.291429227381577
13q21.33.1	0.128188283599698	0.394125790579696	-0.240046681236282	0.0344827586206897	-0.306818181818182	-0.0513826130477712	-0.291429294284054
13q22.1	0.180392949547169	0.457126547898821	-0.195104854725025	0.0689655172413793	-0.306818181818182	-0.0963244395590281	-0.291429294284054
13q22.2	0.805321978404256	0.940547567966299	-0.0336306155469273	0.0689655172413793	-0.261363636363636	-0.122230302103772	-0.1558609176507
13q22.3	0.407658784110113	0.665127489863869	0.115525283574645	-0.0689655172413793	-0.284090909090909	-0.273149758189061	-0.157624474614416
13q31.1	0.862459943410013	0.967536486575769	0.0225084017854921	0	-0.284090909090909	-0.180132876399908	-0.157624474614416
13q31.2	0.822170550709305	0.951018174327928	-0.0332033933984716	0.0344827586206897	-0.284090909090909	-0.191323424148287	-0.224526817546758
13q31.2.1	0.982850967935214	0.994188991875141	-0.00315144670883337	-0.0689655172413793	-0.318181818181818	-0.224120507557635	-0.227271954266468
13q31.3	0.883578168489642	0.974340294541685	-0.0214889019689268	0	-0.295454545454545	-0.203037982480309	-0.224526884449235
13q31.3.1	0.822169842046188	0.951018174327928	-0.0332035272034254	0.0344827586206897	-0.306818181818182	-0.191323424148287	-0.224526951351712
13q31.3.2	0.947039205186134	0.984552873966013	-0.00977447744185877	-0.0344827586206897	-0.318181818181818	-0.21475254081233	-0.224527018254188
13q31.3.3	0.822170182426118	0.951018174327928	-0.0332034603009484	0.0344827586206897	-0.295454545454545	-0.191323424148287	-0.224526884449235
13q32.1	0.948369430597117	0.984552873966013	0.00956028884477981	-0.0344827586206897	-0.261363636363636	-0.21475254081233	-0.20519225196755
13q32.2	0.948369071736493	0.984552873966013	0.00956035574725655	-0.0344827586206897	-0.25	-0.21475254081233	-0.205192185065073
13q32.3	0.948369071736493	0.984552873966013	0.00956035574725655	-0.0344827586206897	-0.25	-0.21475254081233	-0.205192185065073
13q33.1	0.996680002792881	0.99882802004028	0.000625297308760746	-0.0344827586206897	-0.272727272727273	-0.21475254081233	-0.214127243503569
